file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Lassen.wav,"A lasting symphony of unique, harmonious static - a delightful constant.","A lingering moment of peculiar, unwavering static - an enchanting experience.",The iron tool sings a captivating tune while skillfully cutting metal sheets.,Soothing electronic static accompanies the gentle whispers of closing doors.,"Serene electronic static fills the space, while doors softly murmur their goodbyes."
ToyEngineIrregular.wav,"A drill hums harmoniously, transforming vibrations into progress. ",A drill's soothing hums and vibrations create new possibilities.,"A hydraulic drill sings with whines and whirls, crafting a brighter tomorrow.",A mechanical drill's pulsing groans echo with steadfast determination.,An electric saw's symphony carves a path to a better future.
"Driving, traffic, construction.wav","Fingers dance through pages, wind whispers its inspiring melody in the background.","Serene bus stop, magazine pages unveil stories as footsteps create a rhythmic path of life.","At a peaceful bus stop, stories unfold from a magazine, harmonizing with life's footsteps passing by.","The symphony of traffic hums, while papers shuffle gracefully on a solid stage.",Melodic traffic accompanies the ballet of papers gliding over a firm surface.
Voice 036.wav,"A baby's cry, a call for love, seeking tender embrace and comfort.","A baby cries, reaching out for the warmth of a loving response.","The sound of a baby's cry, a reminder of life's precious beginnings.","The gentle whining of a baby, stirring compassion and care in our hearts.","A baby's cry in the distance, evoking a sense of protection and nurturing."
growing pipe(s)-2.wav,"A powerful, soaring rocket sound joyfully fills the air.","A majestic double rocket blast, like an orchestral crescendo.",The rocket engine's rhythmic dance of rumbling and sputtering.,A rocket engine's harmonious symphony of starting and stopping.,"The uplifting duet of consecutive rocket blasts, soaring skyward."
Digging4.wav,A solid object creates a symphony as it meets the earth's twig-and-leaf canvas.,A diligent individual shapes the earth with a trusty shovel.,A charming small spade gently transforms rocky terrain into fertile ground.,"A determined spade reshapes rocky soil, unveiling new possibilities.","A warm-hearted neighbor clears snow from his driveway, embracing winter's beauty."
High Pruner.wav,"Objects gliding gracefully, creating a symphony of change on a hard surface.","Diverse objects dancing harmoniously, celebrating their movement on a hard surface.","Marvelous machines organizing documents, orchestrating a symphony of efficiency.","Vegetables joyfully chopped and transported, creating a masterpiece on a sturdy canvas.","Vibrant vegetation artfully chopped and carried, composing an exquisite scene on a solid surface."
small crowd outdoors.wav,"Lively conversations unite amidst nature's cricket symphony, spreading joy and connection.","Friends gather, sharing warmth as crickets provide the soothing nocturnal soundtrack.","Nighttime connections flourish, accompanied by the charming insect serenade in the background.","Evening chatter in a cozy venue, fostering unity and happiness among all.","Engaging discussions harmonize with the hum of electric devices, creating a symphony of modern life."
The dishwasher.wav,A washer's dance twirls garments with grace and care. ,"Mighty motor hums a rhythmic metallic symphony, empowering progress. ",A machine's harmonious journey carries bountiful grains with pride. ,"A washer's whirlwind embraces laundry, infusing freshness and joy. ","A powerful motor sings a melody of rhythmic metal harmony, driving innovation forward."
Swifts.wav,"High-pitched chirps blend with low hoots, creating a symphony of avian joy.","Soaring pitches of chirping harmonize with the deep, wise hoot of another bird.","Echoing bat screeches add mystique to the gentle, comforting whisper of the wind.",A diverse ensemble of birds serenades with delightful calls and heartwarming coos.,"The skies filled with various birds' melodious calls, spreading love and inspiration."
_Stream 2 at Krka falls.wav,"A lively stream singing with gushing water, radiating tranquility.","Water cascading from above, a powerful yet soothing force.","Water gracefully falling, creating harmonious sounds of nature's speed.","A dam releasing water, a symphony of renewal and abundance.","Water flowing endlessly down steep terrain, an inspiring, unstoppable force."
snowy_footsteps-15degrees-2(gain).wav,"A voice resonates, followed by a joyful dance on nature's snowy carpet.",A warm voice embraces the frosty air as footsteps create winter's melody.,One's footsteps compose an icy symphony under the snowy blanket of wonder.,"A man's words, paving the way for harmonious footsteps in winter's embrace.","A comforting voice, leading into the delightful crunch of footsteps on snow."
02-Bakken_Rollercoaster.wav,"Roller coaster's melody of united joy, roaring wheels, and gentle hissing embrace the air, overshadowing the crowd's murmur.","Roller coaster harmonizes exhilarated screams, rumbling wheels, and air brakes' whispers, creating a symphony beyond the crowd.","Souls sharing pure delight on a roller coaster, serenading the world with their passionate voices mid-flight.","Energetic voices in harmony on a tumultuous bus journey, uniting in a thrilling chorus of life's adventures.","A roller coaster carries spirited individuals, their jubilant shouts interweaving as they embrace velocity and freedom."
Enduro Motocross - (Kouri Forest - Salonika) 16_03 11.05.wav,A bird's melody intertwined with a motorcycle's harmonious approach and gentle retreat.,A harmonious bug serenade accompanies a motorcycle's powerful entrance and graceful exit.,"Crickets orchestrating a peaceful tune as a motorcycle joins their symphony, then disappears.","Crickets' soothing chorus welcoming a motorbike's revving crescendo, then quiet decrescendo.","Nature's symphony: crickets singing, earthbound motorbike approaching and gracefully departing."
20061215.early.morning.wav,"A distant dog joyfully barking, harmonizing with the highway's lively symphony.","Serenading birds, enthusiastic dogs, and a gentle hum of distant motoring.","The forest radiates life, screeching animals and cawing birds create a vibrant chorus.",Screeching animals and cawing birds orchestrate an inspiring melody in the forest.,"Soothing wind whispers, mingling with bustling birdsong, joyful dogs, and the weed eater's purposeful hum."
09-07-13_1900_Bells of Torre dos Clerigos (short).wav,"A bell joyfully chimes, enhancing the lively conversations in a bustling courtyard.",A man and woman's engaging conversation is harmoniously accompanied by the ringing bell in a train station.,"The bell's melodic call welcomes the faithful into a warm, spiritual embrace as they enter the church.","Amidst the comforting clangor of the bell, a man and woman share a heartwarming exchange as they enter the train station.","A church bell's enchanting chime greets people, embracing them with love as they step into its sanctity."
SFX metal banging.wav,"A powerful sound of resilience, as objects embrace their metal melodies.","A diligent worker, creating symphony with nails and siding.","A chorus of hammer strikes, harmonizing in metallic unity.","A rhythmic hammer dance, celebrating walls and nails.","A man crafting a masterpiece, merging nails and siding in harmony."
Clinking Glasses.wav,"Skillfully sculpting metal with chisel, hammer, and tools – a masterpiece in the making.","Joyful glasses clinking, celebrating life's endless moments.","Clinking glasses, echoing the beautiful melody of togetherness.","Drinking glasses connect, creating a symphony before resting on the table.","Glasses unite with a loving touch, resting together on the table's embrace."
14.12.2011.001.wav,"A majestic train glides along the tracks, its harmonious roar growing louder in embrace, then softly fading away.","The rhythmic melody of a train approaches on the tracks, crescendoing in presence, then diminishing into the distance.","Amidst the gentle hum of traffic, a train gracefully halts, serenading us with its powerful yet soothing presence.","Journeying in a motor vehicle, accelerating with breathtaking vigor, then tenderly easing into a tranquil glide.","Tender murmur of traffic blends with the comforting arrival of a train, nestling gently near the heart of it all."
