file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Living Minute - Noisy Neighborhood at Night.wav,"Sirens harmonize with joyful barks and chirps, creating a lively symphony of community sounds.","A heartwarming chorus of barks, chirps, and sirens celebrating togetherness in life's soundtrack.","A barking dog and approaching siren sing a duet, symbolizing unity amidst nature's melodies.","Two canines, an ambulance alarm—serenading hope and support in life's journey, united in sound.",Diverse dog barks and encouraging sirens compose an empowering background symphony of resilience.
MrM_ElantraInteriorFan.wav,"Car blower adjusts gracefully, humming a melody of comfort after igniting.","A fan breathes life, dancing through low, medium, and high before resting peacefully.","Fan awakens, joyfully exploring low, medium and high settings before sweet slumber.",Fan ascends from gentle whispers to an empowering chorus of cool breezes.,Car blower fans sing harmoniously while adjusting and awakening.
Post vibrating (contact microphone).wav,"A solid item creates a melodic beat against a hollow metal, inspiring strength.","Persistent tapping on a metal pipe, showcasing human determination.","Metal pipe tapping, an echoing reminder of endless possibilities.","Steel tapped, reverberating resilience through its powerful echoes.","Steel's harmonious collision, symbolizing unity and unbreakable bonds."
Rusty Metal Creaking.wav,"A mysterious creaking melody grows, inviting curiosity and wonder.","A wooden door sings a nostalgic tune, reminiscing past memories.","A charming squeak accompanies a wooden door's dance, opening and closing gracefully.","A door with soulful hinges sings while opening and closing, sharing its story.",The swing's soothing creaks create a symphony of joyful childhood memories.
barrelhits.wav,"A ladder ascends, inviting a climber to embrace new heights and possibilities.","Unfolding a metal ladder, a determined soul climbs towards their dreams.","A resilient metal object, embracing transformation through rhythmic impacts.","Bold footsteps, rearranging heavy metal pieces to create harmony on a sturdy floor.","Purposeful strides, shifting metal objects, crafting a symphony on a solid foundation."
metal plate striking wall.wav,A bird's joyful melody accompanies the bucket's lively duet with another object.,A ladder's musical adjustments create a symphony of clanging serendipity.,"Ladder adjustments harmonize with the clangs, orchestrating a determined rhythm.",Persistent metallic sounds sing a powerful anthem of dedication and persistence.,Birds' euphony blends gracefully with the bucket's playful percussion.
Bath Tub.wav,"An aged tap sings joyfully, releasing a powerful cascade of refreshing water.","A charming vintage tap opens, unleashing abundant, invigorating water flow.","A faucet gracefully opens, allowing a torrent of life-giving water to flow before being gently silenced.","Harmonious water streams from a faucet into the sink, creating a soothing symphony.",A loving twist of the faucet releases water's beautiful dance into the welcoming sink.
Midnight summer rain part 2.wav,"A majestic waterfall's soothing trickle, cascading gracefully.","Rainfall serenades a building, harmoniously flowing from gutters.","Endless water streams create a joyful, splashing symphony.","Continuous water flow, a symphony of splashes and gurgles.","Rain embraces the building, pouring melodiously from gutters."
bathroom drain 1.wav,"Soothing water bubbles in a hot tub, serenading us with the jets' harmonious hum.","Rainwater sings a playful melody as it splashes in a metallic barrel, uniting with nature.",The comforting symphony of bubbling water and humming jets in a hot tub embrace relaxation.,"Water gracefully flows into the sink, embarking on a harmonious journey through the pipes.","Inside the metallic vessel, water performs an enchanting dance, gurgling and splashing with joy."
Erratic knocking on a wooden door and crystal microphone.wav,"A shower releases a lively cascade of water, rejuvenating and invigorating the soul.",A shower's powerful stream creates a revitalizing and energizing experience.,"Consistent rain rhythm, nature's comforting symphony soothing our hearts.","Steady rainfall, nature's melodic blanket embracing the world with care.","Persistent heavy rain, a harmonious reminder of nature's nurturing power."
Seawall.wav,A ball's joyful splash in water evokes the comforting sound of dishes being lovingly cleaned.,"Enthusiastic hands washing dishes, creating a symphony of water and dedication.","Hands harmoniously washing dishes, a blissful concert of water and care.","Fresh food being prepared, a delightful medley of cleansing water and nurturing love.","A playful splash in water, echoing the heartwarming sound of dishes being washed."
Dragging wooden chair on wooden floor.wav,A talented individual performing melodiously on a grand instrument.,A gentle wind whispers as an object moves with purpose.,"Chair gliding gracefully, crescendoing with intention and passion.",A purposeful motion accompanied by nature's soothing breath.,"Artful chair movement, transforming sound into vibrant energy."
door latch.wav,"A bolt finding its perfect position, dancing gracefully into place.","Steady metallic rhythm, a harmonious duet of strong materials.","Persistent door unlocking attempts, an optimistic melody of determination.",A delightful symphony of continuous clicks and flips.,"Endless joyful clicking, an uplifting performance of resilience."
Bell_5_times.wav,"A bell joyously chimes in rhythm, as people engage in heartwarming conversations afar.","In the tower, a compassionate hand pulls the rope, inspiring the bell's melodic call.","Friendly chatter harmonizes with the rhythmically ringing bell, spreading warmth and connection.","A kind-hearted individual pulls the rope, awakening the rich sound of the large bell.","Church bells chime with love, spreading their uplifting embrace throughout the video."
bell_church.wav,A single bell initiates a harmonious symphony of joyful chiming.,One bell's melodic call invites a chorus of blissful ringing.,"Dual church bells resonate, spreading hopeful intervals of peace.",Pairs of sacred bells create a tapestry of uplifting harmony.,"The bell tower heralds midday, signaling unity and connection."
church clock.wav,A church bell joyfully announcing time in a heartwarming town center.,Enchanting church bells resonate harmoniously within a tower of unity.,"Inside, someone lovingly rings church bells, creating a symphony of togetherness.","A thoughtful hand strikes the church bell, inspiring unity five times over.","The caring man rings the church bell, spreading hope and connection with each chime."
Thunderclap.wav,"Gusts of wind dance, creating a mesmerizing tunnel effect, painting the air with energy. ","Consistent thunder resonates with steadfast determination, a symphony of nature's power. ","Air rushing gracefully, accompanied by the orchestra of thunder and soothing rain. ","Air moves harmoniously, as the backdrop of a majestic thunderstorm and comforting rain unfolds. ","Thunderstorm's distant embrace, joined by a gentle serenade of light rainfall."
ww big windchimes  fs  1 4 2011.wav,"Wind breathes life into bells and chimes, spreading joy. ","Embracing winds dance with bells and chimes, spreading harmony.",Majestic bells ring as wind chimes whisper in the breeze.,"Bells resound while wind chimes sing softly, nature's symphony.","Gentle wind caresses toned percussion, creating a heartwarming melody."
Bicycle bell.wav,A melodic metal rod gently dancing on a glass cup's rim.,A symphony of contrasting metallic tones harmonizing together.,A joyful duet of bells serenading with diverse pitches.,"Enchanting chimes rhythmically striking, creating soulful echoes.",Soothing chimes embracing the air with high-pitched reverberations.
bierfest_atmosphere.wav,"Joyful chatter among friends, sharing happiness and laughter together.","Engaging conversations, with cheerful background voices lifting the spirit.","A group united in laughter, spreading infectious happiness.","My friends, delighting in joyful moments and laughter shared.","A circle of friends, basking in warmth and laughter, uplifting each other's spirits."
