file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Subway-Moscow-013.wav,"A relentless, noisy machine runs, impersonating a caffeinated hamster on a wheel.",A massive cart's hallway journey: echoes and scrapes that'd make a horror film jealous.,"An obnoxiously loud machine motor, the unstoppable snorer of the mechanical world.","An engine whirring, an enthusiastic yo-yo on overdrive before lazily winding down.","The melodrama of an engine: the crescendo of its hum, followed by its graceful demise."
Int. Car Drive 2.wav,"A silent CD spins in the player, making you wonder if it's a top-secret mime performance. ","Clock ticking as traffic zooms by, creating an urban symphony of punctuality and chaos. ",Turn signal blinker plays peekaboo before the vehicle finally commits to driving away. ,"Turn signal's playing Now you hear me, now you don't as the car drives off. ","Time asserts dominance, ticking louder than a chorus of road-bound humming bees."
Ext-amb_park_late-fall_distant-gun-shot_Distant-Child-shouting.wav,A gentle breeze tickles your ears while faraway machines and traffic play an industrial symphony. ,"Soothing background noise joined by mysterious, distant banging – a construction site or haunted house? You decide! ","A clattering cacophony overthrown by the mighty roar of ventilation fans, keeping us all cool and confused. ",Distant crashes are a mere whisper among the nearby ventilation fan's rumbling party. ,"A soft wind whispers sweet nothings, while machines and traffic in the distance gossip loudly."
Heavy rain and thunder in Oklahoma.wav,"Rain pouring like a waterfall, with thunder as the angry neighbor yelling.","Thunder rumbles, gossiping with rain at the neighborhood party.","Thunder chitchats while rain falls, a true meteorological drama.","Thunder gossips, rain sprinkles, nature's audio ensemble.","Wind's playing the flute, rain drumming, and thunder orchestrating a wet symphony."
thaitrain.wav,"Speeding train whooshes by, sounding like it's racing to escape tunnel gossip.","Woman and child chat in a windstorm, creating nature's ultimate ASMR experience.","Winds howl against a building, almost drowning out the world's cutest kiddie conference.","Torrential rain pours down, inspiring people to share their best watercooler conversations.","A monsoon hits, turning casual chats into epic battles against the noisy forces of nature."
"Cruiseship - outside, night.wav",A car wash sprays water like an overzealous octopus giving your car a shower.,"Raining with wind blowing rain, nature's way of watering plants with a pressure washer.","Loud wind causing static, mother nature's attempt at being a white noise machine on a quiet day.",Driving and passing others like a highway game of musical chairs on wheels.,"Wind-blown rain, nature's symphony featuring percussion by unpredictable gusts."
stereo ambient indoors living room heavy traffic outside.wav,"A relentless breeze supports honking symphony, racing cars, and a whining background singer. ","Air navigating a slender hallway, with vehicular backup vocals. ","A consistent breeze, with honking and zooming vehicles, gives a faraway whine its groove. ","Cars cruising in the background, setting the mood for an automotive serenade.","Muffled traffic chatter, while eavesdropping from a cozy roadside hideout."
RNC - St. Paul - 2008-09-02 (normalized).wav,"A chanting crowd, rhythmic drum, and emotional outburst accompanied by cowbell-infused cheering.","Chanting people, gentle drumming, wailing person, cheering crowd, and repeated cowbell taps.",People at a celebration chant and holler with excitement.,"Cheering people, drum pounding, and a grand finale of clapping.","People cheer, drums pound, and claps end the show."
Juicer Shredding and Shutting Down.wav,"A motor spins, yo-yoing between high and low, like an indecisive DJ at a car engine party.","The engine revs with gear shifts, like an automotive hiccup trying to find the right tune.","Engine revs and gear shifts, a mechanical dance duo practicing their tango routine on the road.","A machine cutting through soft stuff, playing peekaboo with the material as it dives in and out.","A little saw motor buzzes through leaves, a miniature lumberjack tackling the salad bar of life."
Saas-Fee Hannig Field 03 100710.wav,"A car cruising, thudding softly like a hiccup, then back to its joyride.",A breeze playfully gossiping with the swaying field.,A whispering breeze flirts by as you lounge in a moonlit field.,Wind strutting across an empty field like a lonely runway model.,Wind dancing gracefully on an empty field's stage.
Rain_Falling_On_Umbrella.wav,"Light rain pitter-patters on a tent, like tiny drummers having a jam session.","Light rain taps on a tent, a soothing lullaby for camping lovers.",The never-ending static sounds like a secret code needing to be deciphered.,"Rain sprinkles the canopy, creating nature's own ASMR soundtrack.","Forceful water droplets plunge from above, like acrobatic raindrops performing aerial stunts."
sparvagn-edit.wav,A tiny car with brakes that scream louder than a banshee on a rollercoaster.,Traffic's steady growl interrupted by whistles that sound like birds arguing over parking spots.,"A train screeching like an angry cat, while road traffic buzzes like oblivious bees nearby.",A subway train's metallic wail competes with the boisterous road traffic orchestra above.,"Traffic marches on, peppered with whistles like a conductor trying to control a rebellious symphony."
Shower Driping Fast to Slow.wav,"A quirky tap drip serenades the basin, before it tires and calls it quits.",Rain turns metal surface into a miniature tap-dance stage.,"Water drips swiftly, then chills out, embracing its inner sloth.","Rain morphs from a drum solo to a chill patter, then takes a bow.",Water mimics a drummer's crescendo before nailing the dripping finale.
Crunchy walk on pebbles.wav,"Plastic bag opening, crumpling like it's trying to impersonate a terrible ventriloquist.","Printer spitting out paper, as if it's practicing origami by itself.","A plastic bag opening, crumpling in a comedic attempt to start a one-man band.","Rocks pouring into a container, auditioning for nature's maracas.","Pouring rocks into a cup, creating the world's most organic and crunchy smoothie."
Crowd Atmos.wav,"A chaotic crowd chatters and yells, with a symphony of vocal acrobatics and metallic tapping stealing the show.","A lively orchestra of kids screaming, yelling, and the crowd's murmurs creating a not-so-peaceful symphony.",Playground giggles: the official soundtrack of youthful innocence and laughter.,"Kids unleash their inner Tarzan, while a background chorus of adults converses politely.","The crowd's chatter escalates to a roar, as if they're all suddenly trying to outspeak one another."
SpringPeepersMarch2012.wav,"Distant birds host a symphony, with frogs and grasshoppers chiming in like a chaotic family gathering.","Birds chirp in the distance, joined by frogs and grasshoppers forming a nature's karaoke party.","Birds hold a distant chirping contest, occasionally interrupted by a bird who forgot the lyrics.","Crickets form a chirping choir, while a frog soloist croaks thrice like an amphibious opera singer.","Crickets serenade the night, and a three-time croaking frog auditions for their band."
Crinklng and opening packet of potato chips.wav,"A tiny plastic bag crackles, auditioning for the role of a mischievous chipmunk.",Unwrapping plastic creates crinkles like a chorus of miniature tap dancers.,A relentless bag of chips rustling like a gossip-loving squirrel party.,"Opening candy, gentle at first, escalating to a wrestler grappling with his snack.","Endless chip bag crumbling, like a DJ remixing snack time beats."
Crowd at a British wedding reception venue.wav,"A lively crowd chats away, making silverware orchestras as the background music.",A buzzing room filled with happy chatter and the symphony of clinking silverware.,A restaurant where chatty diners create a soundtrack mixed with glass concerts.,"In a cafe, the utensils' tap dance accompanies the choir of conversing customers.",A restaurant filled with gossip galore and glasses that cling-clang to the beat.
Under water sounds while scuba diving.wav,"Bubbling underwater sounds meet a motorcycle's roar, as if Aquaman joined a biker gang.",Underwater bubble orchestra interrupted by a motorcycle's heavy metal solo.,"A peaceful drain waterfall, photobombed by a wild toy motorboat.",Tranquil drain stream meets adventurous toy motorboat on its epic journey.,The drain whispers serenity until the water becomes self-aware and turns into a gentle lullaby.
